image_path,disaster_type,disaster_idx,severity,severity_idx,score,combined_label,combined_idx
../data/raw/AIDER/flooded_areas/flood_image0174.jpg,flood,0,moderate,1,0.6453,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0160.jpg,flood,0,moderate,1,0.6455,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0389.jpg,flood,0,moderate,1,0.6415,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0438.jpg,flood,0,moderate,1,0.6528,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0410.jpg,flood,0,moderate,1,0.6677,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0376.jpg,flood,0,severe,2,0.6752,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0362.jpg,flood,0,moderate,1,0.6436,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0404.jpg,flood,0,moderate,1,0.6593,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0202.jpg,flood,0,moderate,1,0.6541,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0216.jpg,flood,0,severe,2,0.6894,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0028.jpg,flood,0,severe,2,0.6889,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0014.jpg,flood,0,severe,2,0.67,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0038.jpg,flood,0,mild,0,0.5914,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0010.jpg,flood,0,moderate,1,0.6346,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0004.jpg,flood,0,severe,2,0.6767,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0212.jpg,flood,0,moderate,1,0.6349,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0206.jpg,flood,0,moderate,1,0.6392,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0428.jpg,flood,0,moderate,1,0.6426,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0400.jpg,flood,0,moderate,1,0.6647,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0366.jpg,flood,0,moderate,1,0.6514,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0372.jpg,flood,0,moderate,1,0.6588,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0414.jpg,flood,0,severe,2,0.681,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0399.jpg,flood,0,moderate,1,0.6607,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0158.jpg,flood,0,severe,2,0.6753,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0164.jpg,flood,0,moderate,1,0.6124,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0170.jpg,flood,0,moderate,1,0.6428,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0171.jpg,flood,0,moderate,1,0.6527,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0165.jpg,flood,0,moderate,1,0.6534,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0159.jpg,flood,0,moderate,1,0.6569,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0398.jpg,flood,0,mild,0,0.4524,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0373.jpg,flood,0,severe,2,0.6832,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0415.jpg,flood,0,mild,0,0.593,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0401.jpg,flood,0,severe,2,0.6802,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0367.jpg,flood,0,moderate,1,0.6553,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0429.jpg,flood,0,severe,2,0.6792,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0207.jpg,flood,0,moderate,1,0.6219,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0213.jpg,flood,0,severe,2,0.6792,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0005.jpg,flood,0,mild,0,0.5861,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0011.jpg,flood,0,moderate,1,0.6284,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0039.jpg,flood,0,moderate,1,0.6351,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0007.jpg,flood,0,severe,2,0.6844,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0013.jpg,flood,0,moderate,1,0.6668,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0239.jpg,flood,0,severe,2,0.6938,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0205.jpg,flood,0,moderate,1,0.6575,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0211.jpg,flood,0,moderate,1,0.66,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0359.jpg,flood,0,moderate,1,0.6324,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0417.jpg,flood,0,severe,2,0.6704,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0371.jpg,flood,0,moderate,1,0.6268,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0365.jpg,flood,0,moderate,1,0.6393,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0403.jpg,flood,0,moderate,1,0.6353,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0173.jpg,flood,0,severe,2,0.6772,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0167.jpg,flood,0,moderate,1,0.6453,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0198.jpg,flood,0,moderate,1,0.6513,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0199.jpg,flood,0,moderate,1,0.6492,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0166.jpg,flood,0,moderate,1,0.6273,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0172.jpg,flood,0,severe,2,0.6716,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0364.jpg,flood,0,moderate,1,0.6504,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0402.jpg,flood,0,severe,2,0.6733,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0416.jpg,flood,0,severe,2,0.6868,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0370.jpg,flood,0,moderate,1,0.6416,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0358.jpg,flood,0,mild,0,0.5047,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0210.jpg,flood,0,severe,2,0.6992,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0204.jpg,flood,0,moderate,1,0.627,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0238.jpg,flood,0,moderate,1,0.6305,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0012.jpg,flood,0,moderate,1,0.6596,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0006.jpg,flood,0,moderate,1,0.6451,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0061.jpg,flood,0,mild,0,0.5761,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0075.jpg,flood,0,mild,0,0.5481,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0049.jpg,flood,0,moderate,1,0.6107,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0505.jpg,flood,0,severe,2,0.6944,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0263.jpg,flood,0,moderate,1,0.6084,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0277.jpg,flood,0,moderate,1,0.6658,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0511.jpg,flood,0,moderate,1,0.6506,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0288.jpg,flood,0,moderate,1,0.6691,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0471.jpg,flood,0,moderate,1,0.6522,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0317.jpg,flood,0,severe,2,0.671,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0303.jpg,flood,0,moderate,1,0.6378,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0465.jpg,flood,0,mild,0,0.4826,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0459.jpg,flood,0,severe,2,0.6918,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0115.jpg,flood,0,mild,0,0.589,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0101.jpg,flood,0,moderate,1,0.6696,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0129.jpg,flood,0,moderate,1,0.6171,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0128.jpg,flood,0,severe,2,0.6926,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0100.jpg,flood,0,moderate,1,0.6538,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0114.jpg,flood,0,severe,2,0.6795,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0458.jpg,flood,0,severe,2,0.671,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0302.jpg,flood,0,moderate,1,0.6675,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0464.jpg,flood,0,moderate,1,0.6605,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0470.jpg,flood,0,moderate,1,0.6647,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0316.jpg,flood,0,moderate,1,0.6446,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0289.jpg,flood,0,moderate,1,0.6621,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0276.jpg,flood,0,moderate,1,0.6566,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0510.jpg,flood,0,severe,2,0.677,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0504.jpg,flood,0,severe,2,0.6866,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0262.jpg,flood,0,moderate,1,0.669,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0048.jpg,flood,0,moderate,1,0.6149,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0074.jpg,flood,0,mild,0,0.5233,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0060.jpg,flood,0,moderate,1,0.6446,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0076.jpg,flood,0,mild,0,0.5411,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0062.jpg,flood,0,moderate,1,0.6094,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0089.jpg,flood,0,severe,2,0.6807,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0512.jpg,flood,0,severe,2,0.679,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0274.jpg,flood,0,moderate,1,0.636,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0260.jpg,flood,0,moderate,1,0.6017,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0506.jpg,flood,0,moderate,1,0.6408,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0248.jpg,flood,0,severe,2,0.6734,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0466.jpg,flood,0,severe,2,0.6813,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0300.jpg,flood,0,moderate,1,0.6435,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0314.jpg,flood,0,moderate,1,0.6371,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0472.jpg,flood,0,severe,2,0.6736,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0328.jpg,flood,0,moderate,1,0.6553,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0499.jpg,flood,0,moderate,1,0.6489,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0102.jpg,flood,0,severe,2,0.6827,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0116.jpg,flood,0,severe,2,0.6889,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0117.jpg,flood,0,moderate,1,0.6336,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0103.jpg,flood,0,moderate,1,0.6493,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0498.jpg,flood,0,moderate,1,0.6106,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0329.jpg,flood,0,moderate,1,0.6651,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0315.jpg,flood,0,mild,0,0.5931,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0473.jpg,flood,0,severe,2,0.6805,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0467.jpg,flood,0,moderate,1,0.6406,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0301.jpg,flood,0,severe,2,0.671,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0249.jpg,flood,0,moderate,1,0.6493,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0261.jpg,flood,0,mild,0,0.5798,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0507.jpg,flood,0,mild,0,0.5767,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0513.jpg,flood,0,moderate,1,0.6561,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0275.jpg,flood,0,moderate,1,0.6332,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0088.jpg,flood,0,severe,2,0.7014,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0063.jpg,flood,0,moderate,1,0.61,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0077.jpg,flood,0,moderate,1,0.6146,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0073.jpg,flood,0,mild,0,0.4967,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0067.jpg,flood,0,moderate,1,0.6128,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0098.jpg,flood,0,severe,2,0.6833,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0259.jpg,flood,0,severe,2,0.6709,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0271.jpg,flood,0,moderate,1,0.6231,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0517.jpg,flood,0,moderate,1,0.6072,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0503.jpg,flood,0,mild,0,0.5731,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0265.jpg,flood,0,severe,2,0.6722,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0339.jpg,flood,0,severe,2,0.691,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0305.jpg,flood,0,mild,0,0.433,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0463.jpg,flood,0,mild,0,0.5041,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0477.jpg,flood,0,severe,2,0.6904,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0311.jpg,flood,0,severe,2,0.6725,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0488.jpg,flood,0,mild,0,0.5607,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0107.jpg,flood,0,severe,2,0.6887,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0113.jpg,flood,0,mild,0,0.5933,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0112.jpg,flood,0,moderate,1,0.6506,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0106.jpg,flood,0,moderate,1,0.6492,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0489.jpg,flood,0,mild,0,0.5907,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0476.jpg,flood,0,severe,2,0.675,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0310.jpg,flood,0,severe,2,0.6753,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0304.jpg,flood,0,mild,0,0.3042,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0462.jpg,flood,0,severe,2,0.6752,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0338.jpg,flood,0,severe,2,0.6765,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0502.jpg,flood,0,moderate,1,0.6441,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0264.jpg,flood,0,severe,2,0.6761,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0270.jpg,flood,0,moderate,1,0.6551,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0516.jpg,flood,0,moderate,1,0.6368,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0258.jpg,flood,0,severe,2,0.6857,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0099.jpg,flood,0,severe,2,0.7132,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0066.jpg,flood,0,moderate,1,0.6297,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0072.jpg,flood,0,mild,0,0.5766,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0058.jpg,flood,0,moderate,1,0.6333,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0064.jpg,flood,0,moderate,1,0.6192,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0070.jpg,flood,0,moderate,1,0.6279,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0266.jpg,flood,0,mild,0,0.5733,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0500.jpg,flood,0,severe,2,0.688,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0514.jpg,flood,0,moderate,1,0.6294,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0272.jpg,flood,0,moderate,1,0.6373,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0299.jpg,flood,0,moderate,1,0.6402,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0448.jpg,flood,0,severe,2,0.6833,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0312.jpg,flood,0,severe,2,0.6895,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0474.jpg,flood,0,mild,0,0.4539,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0460.jpg,flood,0,severe,2,0.6736,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0306.jpg,flood,0,mild,0,0.3386,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0138.jpg,flood,0,moderate,1,0.6598,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0110.jpg,flood,0,severe,2,0.7128,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0104.jpg,flood,0,moderate,1,0.6563,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0105.jpg,flood,0,moderate,1,0.6643,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0111.jpg,flood,0,severe,2,0.674,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0139.jpg,flood,0,mild,0,0.4547,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0461.jpg,flood,0,moderate,1,0.6433,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0307.jpg,flood,0,mild,0,0.2714,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0313.jpg,flood,0,moderate,1,0.6487,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0475.jpg,flood,0,mild,0,0.4861,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0449.jpg,flood,0,moderate,1,0.6408,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0298.jpg,flood,0,moderate,1,0.6013,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0515.jpg,flood,0,moderate,1,0.6551,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0273.jpg,flood,0,moderate,1,0.6436,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0267.jpg,flood,0,mild,0,0.5694,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0501.jpg,flood,0,moderate,1,0.6189,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0071.jpg,flood,0,moderate,1,0.6247,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0065.jpg,flood,0,moderate,1,0.6104,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0059.jpg,flood,0,moderate,1,0.6411,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0040.jpg,flood,0,mild,0,0.2015,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0054.jpg,flood,0,moderate,1,0.613,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0068.jpg,flood,0,severe,2,0.6831,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0083.jpg,flood,0,mild,0,0.5947,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0097.jpg,flood,0,severe,2,0.7147,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0524.jpg,flood,0,severe,2,0.6796,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0242.jpg,flood,0,severe,2,0.6798,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0256.jpg,flood,0,severe,2,0.6907,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0518.jpg,flood,0,moderate,1,0.6691,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0281.jpg,flood,0,moderate,1,0.6662,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0295.jpg,flood,0,moderate,1,0.6445,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0450.jpg,flood,0,severe,2,0.6769,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0336.jpg,flood,0,severe,2,0.6917,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0322.jpg,flood,0,moderate,1,0.6684,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0444.jpg,flood,0,severe,2,0.6719,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0478.jpg,flood,0,mild,0,0.5634,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0493.jpg,flood,0,moderate,1,0.6463,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0487.jpg,flood,0,moderate,1,0.6237,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0134.jpg,flood,0,severe,2,0.7027,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0120.jpg,flood,0,mild,0,0.5995,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0108.jpg,flood,0,moderate,1,0.6274,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0109.jpg,flood,0,moderate,1,0.6438,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0121.jpg,flood,0,moderate,1,0.6537,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0135.jpg,flood,0,severe,2,0.6741,flood_severe,2
../data/raw/AIDER/flooded_areas/flood_image0486.jpg,flood,0,moderate,1,0.6444,flood_moderate,1
../data/raw/AIDER/flooded_areas/flood_image0492.jpg,flood,0,mild,0,0.5973,flood_mild,0
../data/raw/AIDER/flooded_areas/flood_image0479.jpg,flood,0,mild,0,0.5977,flood_mild,0
